2020-02-19 08:34:06.841373 -  latency: 3.268957 ms
2020-02-19 08:34:06.845901 -  latency: 2.408028 ms
2020-02-19 08:34:06.851570 -  latency: 2.653837 ms
2020-02-19 08:34:06.858889 -  latency: 4.540205 ms
2020-02-19 08:34:06.861958 -  latency: 2.192020 ms
2020-02-19 08:34:06.867849 -  latency: 2.570152 ms
2020-02-19 08:34:06.873263 -  latency: 2.552032 ms
2020-02-19 08:34:06.878406 -  latency: 2.225161 ms
2020-02-19 08:34:06.884121 -  latency: 2.465010 ms
2020-02-19 08:34:06.889612 -  latency: 2.528906 ms
2020-02-19 08:34:06.894748 -  latency: 2.170086 ms
2020-02-19 08:34:06.900617 -  latency: 2.578974 ms
2020-02-19 08:34:06.905999 -  latency: 2.526999 ms
2020-02-19 08:34:06.911059 -  latency: 2.173901 ms
2020-02-19 08:34:06.916882 -  latency: 2.572775 ms
2020-02-19 08:34:06.922301 -  latency: 2.511024 ms
2020-02-19 08:34:06.927433 -  latency: 2.171993 ms
2020-02-19 08:34:06.933245 -  latency: 2.521038 ms
2020-02-19 08:34:06.938703 -  latency: 2.496958 ms
2020-02-19 08:34:06.943806 -  latency: 2.111912 ms
2020-02-19 08:34:06.949686 -  latency: 2.524137 ms
2020-02-19 08:34:06.955157 -  latency: 2.480030 ms
2020-02-19 08:34:06.960284 -  latency: 2.137899 ms
2020-02-19 08:34:06.966079 -  latency: 2.514124 ms
2020-02-19 08:34:06.971498 -  latency: 2.460957 ms
2020-02-19 08:34:06.976719 -  latency: 2.218962 ms
2020-02-19 08:34:06.982421 -  latency: 2.446890 ms
2020-02-19 08:34:06.988342 -  latency: 2.928019 ms
2020-02-19 08:34:06.992853 -  latency: 2.022982 ms
2020-02-19 08:34:06.998787 -  latency: 2.529860 ms
2020-02-19 08:34:07.004287 -  latency: 2.532959 ms
2020-02-19 08:34:07.009250 -  latency: 2.084970 ms
2020-02-19 08:34:07.015175 -  latency: 2.586842 ms
2020-02-19 08:34:07.020431 -  latency: 2.403975 ms
2020-02-19 08:34:07.025569 -  latency: 2.131939 ms
2020-02-19 08:34:07.031529 -  latency: 2.629042 ms
2020-02-19 08:34:07.036950 -  latency: 2.575159 ms
2020-02-19 08:34:07.041955 -  latency: 2.161026 ms
2020-02-19 08:34:07.047746 -  latency: 2.497911 ms
2020-02-19 08:34:07.053373 -  latency: 2.630949 ms
2020-02-19 08:34:07.058306 -  latency: 2.093077 ms
2020-02-19 08:34:07.064778 -  latency: 3.048182 ms
2020-02-19 08:34:07.070164 -  latency: 2.512932 ms
2020-02-19 08:34:07.075213 -  latency: 2.094030 ms
2020-02-19 08:34:07.081156 -  latency: 2.572060 ms
2020-02-19 08:34:07.086534 -  latency: 2.521038 ms
2020-02-19 08:34:07.091488 -  latency: 2.062082 ms
2020-02-19 08:34:07.097501 -  latency: 2.618074 ms
2020-02-19 08:34:07.102910 -  latency: 2.545118 ms
2020-02-19 08:34:07.107955 -  latency: 2.102137 ms
2020-02-19 08:34:07.113789 -  latency: 2.529144 ms
2020-02-19 08:34:07.119289 -  latency: 2.542973 ms
2020-02-19 08:34:07.124304 -  latency: 2.082109 ms
2020-02-19 08:34:07.130311 -  latency: 2.611160 ms
2020-02-19 08:34:07.135732 -  latency: 2.508879 ms
2020-02-19 08:34:07.141292 -  latency: 2.642870 ms
2020-02-19 08:34:07.147156 -  latency: 2.571106 ms
2020-02-19 08:34:07.152703 -  latency: 2.626181 ms
2020-02-19 08:34:07.157744 -  latency: 2.185106 ms
2020-02-19 08:34:07.163639 -  latency: 2.617121 ms
2020-02-19 08:34:07.169181 -  latency: 2.635002 ms
2020-02-19 08:34:07.174148 -  latency: 2.137184 ms
2020-02-19 08:34:07.180015 -  latency: 2.531052 ms
2020-02-19 08:34:07.185401 -  latency: 2.433062 ms
2020-02-19 08:34:07.190526 -  latency: 2.089024 ms
2020-02-19 08:34:07.196400 -  latency: 2.516985 ms
2020-02-19 08:34:07.201900 -  latency: 2.542973 ms
2020-02-19 08:34:07.206924 -  latency: 2.095938 ms
2020-02-19 08:34:07.212776 -  latency: 2.530098 ms
2020-02-19 08:34:07.218685 -  latency: 2.953053 ms
2020-02-19 08:34:07.223700 -  latency: 2.099037 ms
2020-02-19 08:34:07.229532 -  latency: 2.458096 ms
2020-02-19 08:34:07.234979 -  latency: 2.416849 ms
2020-02-19 08:34:07.240066 -  latency: 2.033949 ms
2020-02-19 08:34:07.246888 -  latency: 3.376007 ms
2020-02-19 08:34:07.251611 -  latency: 2.610922 ms
2020-02-19 08:34:07.256603 -  latency: 2.140999 ms
2020-02-19 08:34:07.262551 -  latency: 2.615213 ms
2020-02-19 08:34:07.267975 -  latency: 2.603054 ms
2020-02-19 08:34:07.273023 -  latency: 2.179861 ms
2020-02-19 08:34:07.278956 -  latency: 2.639055 ms
2020-02-19 08:34:07.284409 -  latency: 2.590179 ms
2020-02-19 08:34:07.289338 -  latency: 2.104998 ms
2020-02-19 08:34:07.295812 -  latency: 3.098965 ms
2020-02-19 08:34:07.301186 -  latency: 2.566814 ms
2020-02-19 08:34:07.306136 -  latency: 2.055883 ms
2020-02-19 08:34:07.312113 -  latency: 2.612114 ms
2020-02-19 08:34:07.317534 -  latency: 2.552986 ms
2020-02-19 08:34:07.322525 -  latency: 2.071142 ms
2020-02-19 08:34:07.328405 -  latency: 2.465010 ms
2020-02-19 08:34:07.333889 -  latency: 2.458096 ms
2020-02-19 08:34:07.338979 -  latency: 2.121925 ms
2020-02-19 08:34:07.344961 -  latency: 2.629995 ms
2020-02-19 08:34:07.350327 -  latency: 2.463102 ms
2020-02-19 08:34:07.355476 -  latency: 2.140045 ms
2020-02-19 08:34:07.361251 -  latency: 2.503872 ms
2020-02-19 08:34:07.366748 -  latency: 2.518177 ms
2020-02-19 08:34:07.372255 -  latency: 2.520800 ms
2020-02-19 08:34:07.378119 -  latency: 2.515078 ms
2020-02-19 08:34:07.383611 -  latency: 2.523899 ms
2020-02-19 08:34:07.388703 -  latency: 2.137899 ms
2020-02-19 08:34:07.394415 -  latency: 2.426863 ms
2020-02-19 08:34:07.399803 -  latency: 2.382994 ms
2020-02-19 08:34:07.404935 -  latency: 2.099991 ms
2020-02-19 08:34:07.410790 -  latency: 2.497911 ms
2020-02-19 08:34:07.416256 -  latency: 2.448082 ms
2020-02-19 08:34:07.421322 -  latency: 2.097130 ms
2020-02-19 08:34:07.427162 -  latency: 2.521038 ms
2020-02-19 08:34:07.432735 -  latency: 2.604008 ms
2020-02-19 08:34:07.437741 -  latency: 2.143145 ms
